segment,row,column,bin_y,bin_x,selection_sha256,map_x,map_y,map_z,normal_x,normal_y,normal_z,presence_m12,presence_m8,presence_m4,presence_p0,presence_p4,presence_p8,presence_p12,complete_profile,orientation_valid,delta,fiber_nx_raw,fiber_ny_raw,fiber_dx,fiber_dy,fiber_dz,tangent_angle_degrees,matched_baseline_tangent_angle_degrees
20250108000000-w025_2025010863,79,536,0,12,d30a0c232a1702c4ef10f2438bf948cb4d42ad2b84c9d4fb3b60424facf51115,11534.2919921875,17175.20703125,4862.44189453125,0.74210901144532271,-0.59598829693534094,0.30671185997244643,0.11429770082255272,0.063755150964510204,0.17946792129411165,0.83143285297468827,0.00048084674554233446,0,0.26347830869023048,1,1,0.7278528648885304,72.08534715067799,15.166087448596954,-0.44027285708127567,-0.88845600434175631,0.12963695332185082,14.036508775487466,63.308371135084634
20250108000000-w025_2025010863,71,576,0,13,0bc0b5566461068e6b42bd87795612fbbbc3603bf1dd1486cfc9c39351877b79,11217.9755859375,16438.056640625,4717.76220703125,0.63629338230538579,-0.39272988365545042,0.66399847147290059,0,0.0043848408118664318,0.1255087773342517,0.029668635084625052,0,0.0039215686274509803,0.67190033839164387,1,1,-0.1046172857762438,83.954681919121867,198.78442936687497,-0.34681352819589079,0.55735771155019664,0.75436911259399131,3.5163723571079042,6.8805635542250911
20250108000000-w025_2025010863,70,619,0,14,d6d60a3c702ea7330555f5fb38620b3c80e50db401b8ca31e44f89b5f3c6d542,10996.5,15618.431640625,4734.7861328125,0.97008146759806546,-0.14317243427918919,0.19607039624929284,0,0.0064380438431550519,0.040320285809997969,0.13218570539326061,0.7078544964553749,0.53507961160026785,0.11332445963774829,1,1,-0.10165044416449673,139.81218781135976,210.22755151614547,0.093009352845352472,0.64746103556020052,0.75640165766251566,8.3856959646255191,62.285030419825198
20250108000000-w025_2025010863,72,627,0,15,f7809d100bfa19975c1091f06d81b0cd71af1dd6cfd681a4424d39c17d3ab059,10991.267578125,15463.306640625,4786.9208984375,0.97493086929817319,0.20259873887926316,0.091997560261347741,0,0,0.019507580245273673,0.057681039636172854,0.029918661030579805,0.35076386228077616,0.2801472477570443,1,1,-0.055708518916106134,121.16271639320621,199.21136878742254,-0.053836878793651885,0.56071943927104362,0.82625377512319065,7.8816405773073237,30.334765550444811
20250108000000-w025_2025010863,74,697,0,16,26f9e153ab9acbe9e70bf53cf0fade3c210cc88a474aa656c9f2a197630232f6,11402.4287109375,14139.912109375,4985.62255859375,0.85710837425773811,0.42248387027764095,-0.2947416057031696,0.029130113249104254,0.023728876550331828,0.0021216983757454929,0.041734618874526112,0.79831160613279251,0.44826841669320838,0.17015308023371883,1,1,-0.20355101299795741,201.01439672898778,213.14226310629238,0.57491650967706909,0.67041152052198716,0.46906225605151153,39.624369004609669,56.733229961607925
20250108000000-w025_2025010863,67,708,0,17,b36fb3d8af873046cecb5afe82e533eec4c5b1a49210dc0e3392554135522a63,11501.318359375,13919.2705078125,4874.55078125,0.80277365053917682,0.59020791093293679,-0.084906347655416242,0.0084025186410092954,0.32218497658397083,0.43075898375233834,0.18559330382011147,0.08067251064004885,0.12758248322652901,0.012333303954640567,1,1,0.02193750768702199,130.90500500677445,147.83258747933723,0.022874055171452322,0.15616210613651366,0.98746654333553074,1.5293269661129409,22.913882990057711
20250108000000-w025_2025010863,84,748,0,18,f89e2f0c56eddafe784e3d079461466e30bd35d6bd389923629bc1da9b98622c,12172.0078125,13537.1025390625,5203.255859375,0.58384208332035914,0.8097202476316081,-0.059004595749399792,0.61256738977396097,0.21799277864415048,0.0077493102976998298,0.0036508106717876359,0.0104278236462397,0,0.11529271465597768,1,1,-0.15702085883121716,135.04938546710764,117.71512681245804,0.055506972181949929,-0.080983253445212303,0.9951686734923989,5.272116544829375,7.4269161805247075
20250108000000-w025_2025010863,77,791,0,19,1d328804b160bfdcac849b7b1cc713e9c23bbad7ffcd9eaa3a7dc794f94f53b3,12874.73828125,13075.2568359375,5070.08984375,0.71714269057761459,0.64834086394363721,0.25565696840085905,0.22191097620860051,0.11433528501962834,0.12914070300531375,0.086299867217552242,0.0047499766669982582,0.018723059961963502,0.67100731727582119,1,1,-0.10701135247216871,41.057888599287253,216.69352381033241,-0.6845835543363209,0.69837420323096389,0.2088512135319445,0.87291837110816617,73.614183669390513
20250108000000-w025_2025010863,47,829,0,20,b347837bbbd22a1623cd5a548b36be9f004f612064d84457acc5081e32814794,13437.439453125,12603.7021484375,4450.98876953125,0.64751226504543802,0.7562384339154089,0.093974984356988422,0.30716355916967125,0.049904042761821088,0.15223262464297796,0.12428800212010352,0.047165510054027034,0.11963902870815095,0.47046598360005193,1,1,-0.066807122702679828,47.161409805901712,173.64777012961713,-0.63652433223699434,0.35943126086312699,0.68238254900355655,4.3710186389854231,49.408808185825251
20250108000000-w025_2025010863,50,887,0,21,dc33f96b107dc4566bbad3bca01461265b88673112a7c1d6d8e59997ff8a8737,14348.05859375,11885.904296875,4514.9052734375,0.59609131319706177,0.78942255501345759,0.14658504687391216,0.0010210580510846832,0.16729414266426315,0,0,0.0004273261213994904,0.2149603376671862,0.012300570078066769,1,0,-0.066000572430333387,33.727817285776837,143.52091458439827,-0.74230065129309575,0.1222119258614037,0.65882773793085903,14.443656374887723,
20250108000000-w025_2025010863,47,928,0,22,a63fbb71fd4a21fbe272a75f14f8f60dce717c03f0d4800296477637fa9b9aa8,14899.23828125,11321.17578125,4472.37353515625,0.67118391996573268,0.68285196680019211,-0.28848801884401093,0.67762210210737528,0.063454692860244091,0.02795958592733264,0.0741653446426533,0.0013286113673663846,0.66931890506503222,0.00081743505617767377,1,1,-0.16591821075460139,136.63260315173829,160.10908828055835,0.067973253163293654,0.25282746677605,0.96512067064072571,3.4489658448630722,27.256925454241077
20250108000000-w025_2025010863,46,972,0,23,9c52ca8739b06a8cbebd778ea08b64600757b242e479ed1c8967dabd374762f5,15655.439453125,10946.21484375,4391.34619140625,0.26085941714390304,0.82089796590531949,0.5080146592962177,0.11628623366289734,0.67901337544161566,0.10158685896696897,0.009543991475634268,0.19252312165037272,0.4051455805499688,0.0010116740886987113,1,1,-0.23971714925111948,251.59424641728401,109.57430486520025,0.9731830426557796,-0.14508421365984056,0.17850864526387733,13.029319660303162,63.920274447397169
20250108000000-w025_2025010863,70,993,0,24,36dea66ccce4b423e59d406cdd3bede045b264a6789e9f2b4578b46bf26238ae,16009.353515625,10864.3056640625,4859.80517578125,-0.2088878641806971,0.95405298535240068,-0.21482262762148344,0.093856100798558606,0.36363084302160864,0.035043362490765749,0.77709108002320637,0.63793110523736274,0.70216631588483813,0.0028482689227974302,1,1,0.47117841396388449,4.335129089653492,102.77009096647453,-0.97373914102635051,-0.19866070105138167,0.11120256782574162,0.57407740826242315,48.222574559223858
20250108000000-w025_2025010863,87,1072,0,25,24b3288ac0fc2b87e5a5130a32df66d65f2e796f11a72cebd6c7471f578b185e,17324.16796875,11620.259765625,4788.3720703125,-0.25633159258667093,0.82539289220453727,-0.50301161829545249,0.47064083673232721,0.031638477635231747,0.1195589676907329,0.003221851170654226,0,0.023864946199734491,0.078918591051804585,1,1,-0.11754845204765091,3.4990898072719574,116.70462077720731,-0.98032212750179559,-0.088939993880257404,0.17623337884445434,5.1192913434686842,24.939974661561084
20250108000000-w025_2025010863,51,1076,0,26,8280a70201e01a1418134916d6786f1e447154e38b1a8c9dda72231655863087,17379.29296875,11371.521484375,4151.1044921875,-0.75793830083231395,0.63696653178018903,0.14072373475481037,0.46512709145535408,0.093641321406401065,0.81430857471360885,0.15521100217415998,0,0,0.00032856442446031639,1,1,-0.073689923159144077,43.339579974024673,35.511767596006393,-0.66661748051949077,-0.72825379845664262,0.15895766637478723,3.6551270755399807,9.6894595437342854
20250108000000-w025_2025010863,45,1124,0,27,f256d3abec9fa29cceccb24f1f617ddba9d2ed43cbd9b6774d61aa17f7e09b09,17081.9375,12088.962890625,4218.19775390625,-0.14319657473282343,-0.73006104233394453,0.66821075676096497,0.55562593010050454,0.55468202134931432,0.054376842932701064,0.0035143510538938583,0.0088808730744029795,0.0081659574216403352,0.025179923461824162,1,1,-0.19763757366950407,61.35213346988894,198.7073201428866,-0.52478635063079571,0.55675055230619375,0.64391622801289905,5.6791400988869212,15.705291487754925
20250108000000-w025_2025010863,151,32,1,0,ae33acc3c257383c55a39d6559639e9412819eca6317bb2cf01f0119246a06e1,17163.119140625,11670.5869140625,5911.77734375,-0.16001769094122409,0.96702783864783515,0.19811990779811939,0.01744465871073116,0.24330316492231197,0.31337615126960999,0.1188945634341365,0.1008921787509563,0.00068094248180313355,0,1,1,0.0062783807449010576,158.76241799048148,131.49204470215773,0.2422237637045786,0.027496414977619902,0.96983070453567666,10.368156914895089,12.052493287637244
20250108000000-w025_2025010863,128,46,1,1,2696c18ca1341f2c763471635e3c2bcc6a7f3a800ca73bb483e3423d6676c242,17448.623046875,11738.12890625,5471.7275390625,-0.19100025450621633,0.97756925831679975,-0.088753861732900327,0.39377018260604868,0.06835950580187318,0.063978641293589128,0.3557027434445712,0.043168737474262905,0.4851996851709855,0.0039063044273119889,1,1,0.17930556731555933,66.20815075567225,109.12346459449327,-0.4865499940498248,-0.1486341370512341,0.86091637026667722,7.3990204693836725,47.059574705376228
20250108000000-w025_2025010863,116,92,1,2,644a8d3856ca4865b0cceabbe7fd65ce58a042b40b47510a838eefd73bfcb35c,17995.634765625,12311.46484375,5240.95556640625,-0.98511989934569832,-0.018504403192645916,0.17086945594694658,0.016889580857734888,0.039008824302883924,0.49101042450995347,0.099578903916756417,0.50445867196226957,0.01739614530078144,0,1,1,-0.078548370572180781,143.89639907929086,128.52110677493329,0.1251684966873296,0.0041032029522306062,0.99212701362404543,2.6446980252236254,30.653106893533238
20250108000000-w025_2025010863,107,126,1,3,39d9c5c4fe815d94ef5eb57b483e3af6f99858f74737ee08b59a6d9165bcb552,17738.845703125,12959.7021484375,5117.2861328125,-0.80230576758991301,-0.43804492126394412,0.40548995332415494,0.012879291877340018,0.18584598012494755,0.014339532843327799,0.019620584183319485,0.74472821094660535,0.026401731931752132,0,1,1,-0.14441187377067599,176.715538281318,164.57201626296956,0.38358691560092917,0.28796863199188627,0.87745948349111103,4.4791428335407941,20.859409872894929
20250108000000-w025_2025010863,173,168,1,4,808d6a7e02bf8fb777b1dfb8ca3360a5c239bd006f0a4f90d0c30eee5c130b68,17156.32421875,13442.6181640625,6482.4658203125,-0.82511359074107671,-0.54604817758988344,-0.14497913686159869,0.086761212017173267,0.021222241577279411,0.021924802611091677,0.680254389670924,0.00051389870417839771,0.0040079943718462309,0.56263922818379875,1,1,0.5640761600933627,50.059791311621666,227.84596388588398,-0.61370243061715224,0.78618869201483443,0.072640671820979358,3.8156207325222105,52.012402459428465
20250108000000-w025_2025010863,119,231,1,5,01d67726f5cee2b15859b87c6636dac82690de47b8c5a4a355de17ae519c0c80,16592.669921875,14692.2666015625,5536.04052734375,-0.75151398400537184,-0.56350152996888825,-0.34306378061097592,0.083766825589813201,0.0050844028304290563,0.11430466121442261,0.44506759302932875,0.56006069213109455,0.36533767060668554,0.3699872968542246,1,1,0.19531066815821715,103.79849975645629,59.137222922890942,-0.19056299404365123,-0.54222659115833904,0.81833738099999243,9.6723893560297043,29.975376097138323
20250108000000-w025_2025010863,171,288,1,6,e6ff3e793c3cfdda6e8699fc446f20a4ee94c0e394648b101bfb68cd09dd712e,15776.1181640625,15389.54296875,6617.921875,-0.82026116539538219,-0.5719890738964275,0.00034624747887394375,0.78364242147790364,0.78837095149907255,0.51379146578551049,0.088710547896905564,0.32771067236211476,0.6218866081775748,0.44466695838962011,1,1,-0.49130096505172716,170.35188412782736,247.28041142201982,0.33347940258131781,0.93921583796866004,0.081640049992850211,54.167622464344682,84.612684681075805
20250108000000-w025_2025010863,119,321,1,7,b8ef813fd7559acf9c6c2809ef3de7a0cd61788bc2d701ba1b4028566f4045a6,15253.0859375,15875.048828125,5631.3564453125,-0.67671791154836491,-0.73285623809261746,-0.070530861885817864,0.16873726380979587,0.21301562995765363,0.7015661850792636,0.097762788675597637,0.55719927779702905,0.5617617797644302,0.22723531497623409,1,1,-0.30715645322180346,80.103345916926628,131.20445793302497,-0.37713900852813681,0.025231952228543061,0.92581289515384824,9.8707951454753236,5.59390287908752
20250108000000-w025_2025010863,156,351,1,8,5f86ec6f0a73fc32abb504b6301c10d7b800ffc31a4be589f2a273ccd799045f,14799.24609375,16193.9150390625,6391.9970703125,-0.55244896276650546,-0.81943028494074477,0.15275520174495538,0.051264800890757925,0.042864155545379777,0.26968079432682862,0.25659102533199807,0.28375096194564103,0.11175848073670951,0.32509887926274017,1,1,0.075854679880655224,10.074995229129854,173.41525632319099,-0.92854334465252086,0.35760044348969283,0.099645270422057036,13.601379084879964,5.9686301208265782
20250108000000-w025_2025010863,168,380,1,9,1b4c1d421e249c5fc57f041166e509c631a7719a0348036260d6b3eba6d89df0,14335.986328125,16516.482421875,6659.88427734375,-0.51057580743816622,-0.8597869272584624,-0.0088760675029041121,0.022835881879539548,0.59802819499915516,0.37264997583898413,0.0048188125385957604,0.00023510858699869272,0.0088861340778980096,0,1,1,-0.16228707002516685,57.888978591163323,180.58843426406384,-0.55205528668375337,0.41408215955955774,0.72372019840475088,4.6219131530823185,12.932973134987325
20250108000000-w025_2025010863,138,417,1,10,e03f655c14015cc7a13260ed68490e39639228d7df5bbf077e56df0ae0b12a6b,13707.2060546875,16957.05859375,6099.65966796875,-0.56114626027416858,-0.7922415439545103,-0.23972528154720921,0.0082833786630600332,0,0.0022979930696892512,0.013698758798487046,0,0.057080656483353948,0.0054629928742747453,1,1,0.0015112552834240494,187.22555701460806,75.554929117639404,0.46634296861896113,-0.41295331403433544,0.7823003234357726,7.0112950278943034,14.832207390172362
20250108000000-w025_2025010863,130,464,1,11,55453f29805f332f69be6ee4f4a419980f4b4412c497e9b89382321b9c69aef8,12849.880859375,17290.46484375,5956.0615234375,-0.15461777837017873,-0.96703573408915811,-0.20232456995262138,0.00047670940454115764,0.54384126661081089,0,0.0033267322708578672,0.122308648689449,0.052224528295007372,0.25226943080990322,1,1,-0.15852669836409408,2.8037554189359071,143.07836325613607,-0.98579720142570149,0.1187272697333549,0.11877589436799948,0.77792749721114229,47.300790430729705
20250108000000-w025_2025010863,97,534,1,12,8227f40a07afceba8ded2a70b4454309b034a5ce77bfe404842011af39fdf5ff,11508.251953125,17210.478515625,5222.19189453125,0.4667756918280947,-0.88426624988643632,-0.013915920026439633,0.040973417301049773,0.22359471732162731,0.09669128461231806,0.61569157638347383,0,0,0,1,1,0.5554816731776413,232.56510193402573,198.83183305452258,0.82334725932303732,0.55773096893324858,0.10504978276047418,6.334111265477536,28.654387567533647
20250108000000-w025_2025010863,112,542,1,13,221ad3322eb6cb784a5fc476c8bc4277f76d645e5b8d24b2e2ecab843a984562,11347.154296875,17117.45703125,5506.63818359375,0.53011117756696013,-0.84791087575978952,0.0054116713534417601,0.0001913640193113373,0,0,0,0,0.17952781297849876,0.010842045136759815,1,0,-0.031760203689094983,210.83929708284268,162.3102255456688,0.65227792978616295,0.27015925626510873,0.70820016843273981,6.9233491258429316,
20250108000000-w025_2025010863,124,610,1,14,da04d1fa50d671dd4c65d4dcf58b234eae2147e25c268e90edf67de77df82a0b,11061.6533203125,15934.5078125,5774.44921875,0.87580288293385422,0.25945029869561764,-0.40700719004890384,0.035187553887295588,0.16378942512649311,0.32215933110018874,0.29606430938321293,0.3969215951920298,0.57101752268114803,0.050944780978816197,1,1,0.039394274555551057,118.4315512891626,143.34898129681824,-0.075342115833365364,0.1208581204473877,0.98980648629097012,25.943621087929639,4.494992390873386
20250108000000-w025_2025010863,127,660,1,15,6b0f7b9b8358bd0b2408f6f0656758902ab571e679459361ec3417ec45807f59,11424.7529296875,15026.37890625,5895.00390625,0.85594441980074987,0.14602655455972183,-0.49601955160595662,0.80599971788524272,0.11320768729973631,0.17776852486624531,0.54589546960573099,0.49857215953049011,0.19872918791376368,0.073897115080400741,1,1,0.23453307084308456,146.79153737833258,7.8402475118637085,0.14796486124671321,-0.9461397833711519,0.28796859231282623,8.8790938121496676,65.644784795461291
20250108000000-w025_2025010863,143,690,1,16,d1f02a2bf2342af226dd9240e2eb78564cb0acafe45f3f6a66631d9c5a005cc1,11701.12890625,14522.05078125,6252.111328125,0.83481314863263234,0.14462904006831145,-0.53119624211678051,0.31483475681463796,0.056885961856829044,0.042809848486122293,0.12138749075546751,0.10384653381500178,0.15436833095382632,0.16309160294181252,1,1,-0.017918681722570801,208.19829782727174,187.14171154197538,0.63148266005725784,0.46568276804705028,0.61997516852777812,15.378409300991059,24.34255058871554
20250108000000-w025_2025010863,143,709,1,17,b6a30da924213e6c8eba3166d012b4def2b6dc95c7efa51a5679898ba42bd4c7,11808.1328125,14159.0234375,6294.6181640625,0.80051859679260595,0.16423763938004635,-0.57636444546837473,0.13749568153807579,0.19071190936454302,0.55499269953685482,0.24428449780269362,0.63436828166635895,0.36704508662778207,0.76089122114872398,1,1,-0.19663298217769609,115.63602886884473,206.26910202600993,-0.097354103394923369,0.61629214193708604,0.78147691862189328,25.285618082690846,55.128865507560725
20250108000000-w025_2025010863,109,773,1,18,a934be5d0eee44cc6abc3c77843d7dd75034bb81cad51cd1c571d84aea0696c4,12473.306640625,13151.2392578125,5671.7919921875,0.667310553019687,0.58634888576662347,0.4592293653380613,0.059025473334956273,0.0318978165286102,0.048250315374230551,0.016180476096405091,0,0.10598775308881996,0.31547689503798793,1,1,-0.077259232797695726,171.78024721992915,20.607387074971484,0.34472635606243424,-0.84561112539392536,0.40756050354019191,4.5092393385606293,9.771280441473122
20250108000000-w025_2025010863,105,788,1,19,0f64dd04f09a4b8298d6dcce333a5d3bbc213eddf0d4807d181c82beb416c484,12704.701171875,12967.4716796875,5590.57470703125,0.60999899354760723,0.62011655755084805,0.49331195294883345,0.30067344806564295,0.12098678425774516,0.0061979433402474804,0.062356734783130446,0.0028368619424266549,0.072974880432621916,0.22432404395111494,1,1,-0.058975592215169417,14.688063696583413,178.24196526119158,-0.89221997089304395,0.39560602567867387,0.21780586765819765,11.039471443530084,20.226283185938534
20250108000000-w025_2025010863,118,853,1,20,2c3308b363710895387e2278f05db302b52c359f05b93005956918e15ab223fd,13587.4130859375,12012.6474609375,5818.07470703125,0.57096814140636076,0.60166441031838469,0.55856541143826344,0.0099183361310905653,0.0031733975920497891,0.53816466222170301,0.046768173896977232,0.074236741300417824,0.068168489051299214,0.040175095246196217,1,1,-0.075537946360148878,16.276833008997528,143.32008352491812,-0.87970997630710612,0.12063057893636314,0.45995502063922367,9.950207896085951,13.424937484426266
20250108000000-w025_2025010863,167,868,1,21,6fb2ef6659970499d23a40492f7774f86365f461e0322be147dd439fd0358f04,13448.7861328125,11427.8154296875,6634.25927734375,0.48098885969529648,0.86981607854996901,0.10986221527428135,0.026636114912674792,0,0.028656074336074658,0.032708112997837206,0,0,0,1,1,0.02349274812304563,22.193270556628704,194.86821311244967,-0.83312385388481336,0.52652136309015485,0.16935140477067626,4.3505670847651245,32.708688762902973
20250108000000-w025_2025010863,127,923,1,22,410705c2adadb50b69f3f7f875436cf87171fef2d64d6d318c7a0724bb1e3760,14528.5546875,10967.001953125,5906.7333984375,0.34189139891682813,0.91495346802842137,-0.21440714234712099,0.45141061604691252,0.013123052786488098,0.023103239538574832,0.10984582875948856,0.03537581225630989,0.78148231975190463,0.099201499721487521,1,1,-0.12410359459079104,22.457997445540968,155.19166075327666,-0.83103939019259088,0.21410756498643047,0.51335317527400992,11.437176378178274,51.942092089112499
20250108000000-w025_2025010863,161,958,1,23,7e29699a996482c2392e1d1079c45fb56499f5512fdbac7d6a8b368fb581da61,15052.515625,11680.087890625,6231.0146484375,-0.31401359526332462,0.81502998011982297,-0.48695132559187265,0.021490866017886683,0.53170607055756447,0.21587438808871387,0.34255499127138334,0.024541085525655981,0.045381518685220175,0.033699166647615186,1,1,0.19710614201760726,140.48088062054012,172.24285149556817,0.098274650555434009,0.34836890941392262,0.93219160906541176,11.587278013978315,6.4181358400450073
20250108000000-w025_2025010863,127,997,1,24,4f391e4eaac676703b382a625d6648b271eae62d7f42a802b3e5fb8e76cafcad,15817.1455078125,11585.8671875,5568.12255859375,-0.45906634023292658,0.59546624685941496,-0.65930117860982851,0.075949818873331951,0.40637932716563824,0.022840970840673817,0.016824331166828736,0.13351697983947358,0.052417928883137246,0.069975268907827626,1,1,-0.11002238458485167,188.39099774885835,158.07012467733148,0.47551966731384532,0.23677263525457856,0.84724244770451163,39.486241083318049,36.65134275823749
20250108000000-w025_2025010863,163,1056,1,25,f17dd1abe8d1fd54e8a42b7ab189dd17514da6b5f968fe91742e29062e3a2605,16988.08203125,11631.16796875,6210.11572265625,-0.10822453880524298,0.95125065384050123,0.28880727616944041,0.65979077299949229,0.018175010833293339,0.3643515519185046,0.00041622274062212775,0,0.41946080810950237,0.062678601683727742,1,1,-0.2536599015167979,24.724816255489714,99.991407286623144,-0.81319042318512036,-0.22054010010532957,0.53859390999670254,1.935136592860885,63.063286552970972
20250108000000-w025_2025010863,168,1088,1,26,82327ada7b6176a53de4c5dbe48f70375b35ad707e47ac7046f3c65d4987eb80,17586.560546875,11831.7109375,6329.84814453125,-0.58387388924581018,0.79379267116025842,-0.17024827948978916,0.32483099870870913,0.027331191374106664,0.17102574960164577,0.090883395315761964,0,0,0,1,1,0.003685405368351713,127.83295718356385,126.63824281905545,-0.0013152977672137879,-0.010722497487752371,0.9999416473171866,10.252228364652064,3.664115885959943
20250108000000-w025_2025010863,104,1135,1,27,30c0d310d96c17f37c33e86eef0866aefed3a7f1ac1fb941b33e05fe8483414a,17792.095703125,12583.68359375,5066.76025390625,-0.78014502994737456,-0.31788237118236118,0.53881771531742495,0,0.1002841205188956,0.20413249589998603,0.46161566719714686,0,0,0,1,1,0.41087956446066659,118.37289126217365,239.74724295735359,-0.07580400580965628,0.87989955084530391,0.46907412327418158,1.8440398123976403,17.859592587422444
